ra,dec
179.22214,-1.78247
179.46929,-2.09282
179.46345,-2.07622
179.3738,-1.26795
179.39688,-1.56429
177.35035,-1.88913
177.36173,-1.5155399999999999
177.36283,-1.43255
177.33508999999998,-1.41282
179.58276999999998,-1.12761
178.47972,-0.76043
178.22427,-1.24357
178.27558,-1.19994
176.1778,-0.9715299999999999
176.1407,-0.8667799999999999
175.93983,-1.27667
141.76349,-0.86877
142.00141000000002,-0.70827
140.58431000000002,-0.5161100000000001
141.16293000000002,-0.6561899999999999
140.92221,-0.93815
139.53382,-2.11821
139.35276000000002,-0.50643
136.16162,-1.19166
136.02962,-1.16544
136.04015,-0.55187
134.89921,-1.95773
135.5476,-1.9641400000000002
135.77223999999998,-0.54173
134.99801000000002,-1.16317
245.22077000000002,43.30284
