ra dec z
247.21776900602217 25.597781603742483 0.04083067923784256
213.324895894423 43.0186249699216 0.013429311104118824
318.3042481077502 -0.366553265763487 0.02043907158076763
259.53432413729126 56.73071221840958 0.02770909108221531
240.50800769084185 15.677708103452426 0.032056428492069244
155.83390685656238 41.39452222921626 0.05146477743983269
179.88111026116113 -1.002677719409676 0.04739953204989433
230.16767233111423 7.972027982265441 0.04862667992711067
12.75611992049017 -0.3805938457291839 0.054849039763212204
28.621052880258585 -16.707203231058884 0.03998105227947235
241.4298613682327 16.407377731662933 0.04267929866909981
123.01650884250333 5.475090176025112 0.029944445937871933
127.85579270451547 56.97970311518528 0.04671110957860947
241.85551394369534 15.737132820116685 0.03874720260500908
247.3612648543688 29.541133337698696 0.05304493382573128
137.75558966596645 46.98669549098133 0.033821821212768555
275.0103675609291 64.31488428319645 0.02787932939827442
175.40211581075997 59.61575158944844 0.048500485718250275
136.21111317362514 13.721815474799845 0.030664118006825447
192.38282075278468 25.996366699588393 0.035057101398706436
232.41545969919105 40.55894987939543 0.035940639674663544
186.0323275382433 9.383734106349252 0.02549201250076294
243.62492724131124 20.901190389610584 0.05458474159240723
254.51191095160522 41.83782143921793 0.037558987736701965
140.74625545553724 43.261810902021615 0.0405733548104763
157.3864780716616 22.17003106931585 0.04256254807114601
51.68905226660486 -0.3630349929092084 0.05471622198820114
324.13947491262235 0.37126155473511735 0.05061981827020645
172.0759366743463 20.611958452727702 0.03472492843866348
168.11462216448749 7.685573866072688 0.048109229654073715
135.65654872668006 49.91482530534642 0.03705267980694771
124.50686752052995 56.47697949525259 0.02982652373611927
171.0327254371497 26.564518145451213 0.04766371473670006
15.746802254674082 0.43060297464142877 0.042247675359249115
159.0418139800576 50.5385333141816 0.046964045614004135
21.5885373458708 -1.3143673591655562 0.016771627590060234
127.38841907228417 48.79463283961508 0.023463064804673195
170.59543005631775 -2.5917538888888108 0.024800000712275505
236.25496603295338 7.231142277916651 0.02656540460884571
170.3508632722684 34.20802878591878 0.04405250772833824
42.9884866593304 0.6566812376158808 0.029667561873793602
119.77963523139394 52.74722894944969 0.0191813874989748
204.98258249712302 27.392028592599637 0.03469964861869812
161.0081854551064 58.19726900569923 0.04655073210597038
151.34622552478095 19.271903325002402 0.012815787456929684
144.3521569804655 42.97572044153957 0.027153361588716507
316.44338240216973 9.26910567903918 0.04532301798462868
248.51201588369406 11.574905024366137 0.05132376775145531
37.923066514339695 2.798887765986156 0.027489058673381805
166.5522769538223 23.329489326763152 0.026777008548378944
182.55808268948437 52.84892768089111 0.035164929926395416
163.48001381194655 62.489023268555414 0.01593969203531742
245.11120070219903 23.01068326924661 0.03801178187131882
195.39685162439588 28.14705497461733 0.01759234443306923
219.6603049920532 28.749185416612722 0.046355679631233215
248.42286944014637 32.76571356448338 0.014727961272001266
203.65269805426092 17.72348753972433 0.028064033016562462
13.141571640180073 -9.61709462790746 0.014851508662104607
